Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
216,8278,species,Cooper's Hawk,Astur cooperii,1,"US-10 E, Waupaca US-WI 44.35935, -89.11943",US-WI,02 Jan 2026,L56737849,S292023197,,1
217,11199,species,Red-bellied Woodpecker,Melanerpes carolinus,1,Jordan Ln,US-WI,02 Jan 2026,L10147384,S291898212,,1
218,8910,species,Great Horned Owl,Bubo virginianus,1,Buena Vista Grasslands/Marsh--Swamp Rd.,US-WI,01 Jan 2026,L6521220,S291747701,,1
219,9276,species,Short-eared Owl,Asio flammeus,1,Buena Vista Grasslands/Marsh - Prairie Chicken Rd,US-WI,01 Jan 2026,L44730130,S291744121,,1
220,32674,species,Snow Bunting,Plectrophenax nivalis,15,Buena Vista Grasslands/Marsh--Swamp Rd.,US-WI,01 Jan 2026,L6521220,S291733449,,1
221,27813,species,European Starling,Sturnus vulgaris,15,Buena Vista Grasslands/Marsh--Elm Rd.,US-WI,01 Jan 2026,L13186442,S291725415,N,1
222,8528,species,Rough-legged Hawk,Buteo lagopus,2,Buena Vista Grasslands/Marsh--Co. W and Meyers Ln.,US-WI,01 Jan 2026,L1195796,S291720898,,1
223,1337,species,Greater Prairie-Chicken,Tympanuchus cupido,1,Buena Vista Grasslands/Marsh--Co. W and Meyers Ln.,US-WI,01 Jan 2026,L1195796,S291720898,,1
224,1274,species,Wild Turkey,Meleagris gallopavo,2,Buena Vista Grasslands/Marsh--Co. W and Meyers Ln.,US-WI,01 Jan 2026,L1195796,S291720898,N,1
225,21294,species,Blue Jay,Cyanocitta cristata,2,Isherwood Rd (Portage Co.),US-WI,01 Jan 2026,L5690963,S291708790,,1
226,11427,species,Hairy Woodpecker,Leuconotopicus villosus,1,The Green Circle Trail--Paper Mill Trail,US-WI,01 Jan 2026,L636526,S291692519,,1
227,8367,species,Bald Eagle,Haliaeetus leucocephalus,2,The Green Circle Trail--Paper Mill Trail,US-WI,01 Jan 2026,L636526,S291692519,,1
228,762,species,Common Merganser,Mergus merganser,2,The Green Circle Trail--Paper Mill Trail,US-WI,01 Jan 2026,L636526,S291692519,,1
229,382,species,Trumpeter Swan,Cygnus buccinator,2,The Green Circle Trail--Paper Mill Trail,US-WI,01 Jan 2026,L636526,S291692519,,1
230,455,species,Wood Duck,Aix sponsa,1,Lower Whiting Park,US-WI,01 Jan 2026,L898906,S291688194,,1
231,342,species,Canada Goose,Branta canadensis,2,Lower Whiting Park,US-WI,01 Jan 2026,L898906,S291688194,,1
232,33124,species,Dark-eyed Junco,Junco hyemalis,5,"2409 Prairie Street, Stevens Point, Wisconsin, US (44.512, -89.577)",US-WI,01 Jan 2026,L56672392,S291675190,,1
233,26937,species,Red-breasted Nuthatch,Sitta canadensis,1,"2409 Prairie Street, Stevens Point, Wisconsin, US (44.512, -89.577)",US-WI,01 Jan 2026,L56672392,S291675190,,1
234,11400,species,Downy Woodpecker,Dryobates pubescens,1,"2409 Prairie Street, Stevens Point, Wisconsin, US (44.512, -89.577)",US-WI,01 Jan 2026,L56672392,S291675190,,1
235,2412,species,Mourning Dove,Zenaida macroura,13,"2409 Prairie Street, Stevens Point, Wisconsin, US (44.512, -89.577)",US-WI,01 Jan 2026,L56672392,S291675190,,1
236,1853,species,Rock Pigeon,Columba livia,70,Black Bridge Lookout,US-WI,01 Jan 2026,L2767954,S291673191,N,1
237,743,species,Common Goldeneye,Bucephala clangula,75,Black Bridge Lookout,US-WI,01 Jan 2026,L2767954,S291673191,,1
238,545,species,Mallard,Anas platyrhynchos,11,Black Bridge Lookout,US-WI,01 Jan 2026,L2767954,S291673191,,1
239,34515,species,Northern Cardinal,Cardinalis cardinalis,2,"1100 Edgewood Avenue, Stevens Point, Wisconsin, US (44.543, -89.584)",US-WI,01 Jan 2026,L56676478,S291693602,,1
240,31534,species,House Sparrow,Passer domesticus,10,"1100 Edgewood Avenue, Stevens Point, Wisconsin, US (44.543, -89.584)",US-WI,01 Jan 2026,L56676478,S291693602,N,1
241,32310,species,House Finch,Haemorhous mexicanus,2,Jordan Ln,US-WI,01 Jan 2026,L10147384,S291658306,N,1
242,26889,species,White-breasted Nuthatch,Sitta carolinensis,1,Jordan Ln,US-WI,01 Jan 2026,L10147384,S291658306,,1
243,22065,species,Black-capped Chickadee,Poecile atricapillus,2,Jordan Ln,US-WI,01 Jan 2026,L10147384,S291658306,,1
244,21557,species,American Crow,Corvus brachyrhynchos,1,Jordan Ln,US-WI,01 Jan 2026,L10147384,S291656287,,1
245,32617,species,American Goldfinch,Spinus tristis,2,Jordan Ln,US-WI,01 Jan 2026,L10147384,S291587927,,1
193,573,hybrid,Mallard x American Black Duck (hybrid),Anas platyrhynchos x rubripes,1,Lower Whiting Park,US-WI,29 Jan 2026,L898906,S296935296,,0
15,6356,spuh,shorebird sp.,Charadriiformes sp. (shorebird sp.),1,Buena Vista Grasslands/Marsh--Swamp Rd.,US-WI,16 May 2026,L6521220,S340509095,,0
24,6235,spuh,peep sp.,Calidris sp. (peep sp.),5,Townline & Mill Fluddles,US-WI,12 May 2026,L34090263,S337705439,,0
75,6155,slash,Lesser/Greater Yellowlegs,Tringa flavipes/melanoleuca,1,Steinhaugen County Park,US-WI,26 Apr 2026,L4188852,S327892702,,0
76,24305,spuh,swallow sp.,Hirundinidae sp.,10,Wisconsin River Recreation Area,US-WI,26 Apr 2026,L28149137,S327711747,,0
94,35853,spuh,bird sp.,Aves sp.,1,Lost Creek Wetland (Stevens Point),US-WI,19 Apr 2026,L1280066,S328398737,,0
102,33944,spuh,blackbird sp.,Icteridae sp.,5,Iverson Park,US-WI,14 Apr 2026,L303559,S322065289,,0
104,8573,spuh,Buteo sp.,Buteo sp.,1,Lost Creek Wetland (Stevens Point),US-WI,12 Apr 2026,L1280066,S320912516,,0
106,6880,slash,Horned/Eared Grebe,Podiceps auritus/nigricollis,1,Bar Bay--Old Wausau Rd.,US-WI,12 Apr 2026,L599926,S320592920,,0
108,389,slash,Trumpeter/Tundra Swan,Cygnus buccinator/columbianus,1,Bar Bay--Old Wausau Rd.,US-WI,12 Apr 2026,L599926,S320592920,,0
128,708,slash,Greater/Lesser Scaup,Aythya marila/affinis,7,Wisconsin River Recreation Area,US-WI,04 Apr 2026,L28149137,S317092046,,0
138,413,spuh,goose sp.,Anatidae (goose sp.),10,Bar Bay--Old Wausau Rd.,US-WI,31 Mar 2026,L599926,S315109135,,0
141,8576,spuh,hawk sp.,Accipitridae sp. (hawk sp.),1,Sheltered Valley/Pine River Rd./FR 2182 (Forest Co.),US-WI,29 Mar 2026,L283750,S314436200,,0
143,1443,spuh,grouse sp.,Tetraoninae sp.,1,Sheltered Valley/Pine River Rd./FR 2182 (Forest Co.),US-WI,29 Mar 2026,L283750,S314354750,,0
158,6618,spuh,Larus sp.,Larus sp.,1,Black Bridge Lookout,US-WI,15 Mar 2026,L2767954,S309593904,,0
159,12142,spuh,diurnal raptor sp.,Accipitriformes/Falconiformes sp.,1,Sheltered Valley/Pine River Rd./FR 2182 (Forest Co.),US-WI,14 Mar 2026,L283750,S309286833,,0
167,394,spuh,swan sp.,Cygnus sp.,4,"8052 Pine Street, Wisconsin Rapids, Wisconsin, US (44.298, -89.724)",US-WI,08 Mar 2026,L59846205,S307220986,,0
171,6619,spuh,gull sp.,Larinae sp.,4,Wazeecha Lake,US-WI,07 Mar 2026,L1006905,S306879569,,0
181,33520,spuh,new world sparrow sp.,Passerellidae sp.,1,"Mill Road, Bancroft, Wisconsin, US (44.304, -89.633)",US-WI,01 Mar 2026,L24280943,S304964554,,0
184,21634,spuh,crow/raven sp.,Corvus sp.,3,"41396-41524 POW/MIA Memorial Highway, Marengo, Wisconsin, US (46.415, -90.81)",US-WI,16 Feb 2026,L59894145,S307463146,,0
187,9401,spuh,owl sp.,Strigiformes sp.,1,"Wellfield Road North, Stevens Point, Wisconsin, US (44.542, -89.521)",US-WI,13 Feb 2026,L21716126,S300951436,,0
188,8279,slash,Sharp-shinned/Cooper's Hawk,Accipiter striatus/Astur cooperii,1,Dewey Marsh SWA,US-WI,13 Feb 2026,L636521,S300951932,,0
190,11934,spuh,woodpecker sp.,Picidae sp.,1,Buena Vista Grasslands/Marsh--Swamp Rd.,US-WI,31 Jan 2026,L6521220,S297219948,,0
191,35852,spuh,passerine sp.,Passeriformes sp.,2,Buena Vista Grasslands/Marsh--Lake Rd.,US-WI,31 Jan 2026,L5481371,S297203904,,0
192,792,spuh,duck sp.,Anatidae (duck sp.),1,Lower Whiting Park,US-WI,29 Jan 2026,L898906,S296935296,,0
